,X,Y,ilmenite,magnetite,hematite,pyroxene,feldspar,apatite,graphite
82,12.38954,1.5599100000000004,0.0,0.0,50.35616916999106,60.932129424045286,87.95533039007842,48.8186818061661,45.81187892213973
83,12.38954,3.11981,0.0,0.0,47.558307061315446,66.2142531654025,68.62502602283077,36.87366037994849,56.28760696712763
84,12.38954,4.6797200000000005,0.0,0.0,0.0,41.51047624984132,56.832851583133305,32.10722250029868,45.04594619511164
85,12.38954,6.23962,0.0,35.61959537009399,0.0,37.45781353380527,58.35285522892701,37.45781353380527,44.7434506008245
86,12.38954,7.799523000000001,22.020063499055496,22.00364176676851,0.0,26.08670625679169,21.405353041291058,19.209564971051392,26.83770340674903
87,12.38954,9.35943,27.21365992860776,25.17612373027631,23.84222382121942,24.15304813164323,23.987264829016677,19.226080412093424,29.9375510658258
88,12.38954,10.91933,42.73189395902888,44.561979189033416,25.890004086347247,28.797932967180905,34.07556362555676,21.591408158391644,26.85409873892637
89,12.38954,12.47923,43.71330454022213,47.54015019183026,27.57517807625257,22.715948920192908,23.638289184830285,15.263494083480955,23.66745760549409
90,12.38954,14.03914,54.79631987840728,62.74601572766002,0.0,24.784308812801328,33.92478122168223,19.44249716749129,25.559216652313932
91,13.93824,0.0,0.0,0.0,0.0,62.22516668088403,81.55116752619179,56.91272964660882,93.85959755170518
92,13.93824,1.5599100000000004,0.0,0.0,43.74541486843296,46.1958487507363,83.15638549975645,30.68015461464384,50.78907237959277
93,13.93824,3.11981,0.0,0.0,0.0,47.58651541471073,61.85405650900759,39.61594514363472,56.90592233164938
94,13.93824,4.6797200000000005,0.0,0.0,39.09243339158519,42.83607146849607,70.9968178866772,40.1185023875945,43.01566063171797
95,13.93824,6.23962,0.0,0.0,35.41484280808852,34.07560229203665,52.41032057107432,26.41298491388403,35.31700244376759
96,13.93824,7.799523000000001,0.0,0.0,44.50808086949517,39.395563886359554,46.29864132805369,29.944575123950614,43.71638561064633
97,13.93824,9.35943,0.0,0.0,0.0,33.71830675593827,34.62836454410088,22.5235772539026,36.63211766768248
98,13.93824,10.91933,31.603741282491526,33.56687000773735,0.0,28.6433187056082,28.89880650185153,19.54350798318768,33.26994839156184
99,13.93824,12.47923,33.37984516065582,45.34733555117696,0.0,33.28577084797785,30.063657495101022,21.376380128593095,34.79198213723222
100,13.93824,14.03914,42.8949864642353,50.85390543969864,34.88182447504949,27.134337250186803,34.03712029145473,25.4321860342916,37.30438317289496
101,15.48693,0.0,0.0,0.0,62.07327255608544,55.66467210026079,77.08137294374055,41.4398976847296,67.75229618233269
102,15.48693,1.5599100000000004,0.0,0.0,0.0,55.319529143834615,72.4365533407861,44.21684909144832,57.88932115549696
103,15.48693,3.11981,0.0,0.0,0.0,78.43702378019518,94.09620738737829,48.34117636382732,78.74911103878026
104,15.48693,4.6797200000000005,0.0,0.0,0.0,61.84419628306821,80.99753754213302,31.708587403894853,62.462720725810215
105,15.48693,6.23962,0.0,0.0,0.0,41.146087081443056,60.21493162388535,30.340228719831916,43.875429666869536
106,15.48693,7.799523000000001,0.0,0.0,30.247650308407543,39.8913803141519,80.09742718961922,24.20762323290752,29.729707603324925
107,15.48693,9.35943,0.0,0.0,0.0,41.029340042423655,59.2993763284148,35.62656708919695,44.52773453750376
108,15.48693,10.91933,0.0,0.0,0.0,35.30966424623655,46.28956375985405,28.767800724150334,37.17741101906161
109,15.48693,12.47923,29.49559568678415,35.434674178116275,0.0,32.676708007248,42.01303779143291,26.562514739687156,33.539319760526055
110,15.48693,14.03914,46.7858377266989,54.909117145050814,0.0,46.516815124405255,42.57794750353223,27.49345247896663,46.93201795247022
111,17.03562,0.0,0.0,0.0,0.0,82.76967092887762,48.87081140758599,41.97877482367065,58.77516995682373
112,17.03562,1.5599100000000004,0.0,42.300572293352616,0.0,49.21529978505862,82.89781899832789,42.80305029703385,53.19868493794775
113,17.03562,3.11981,0.0,0.0,0.0,66.72017709827693,109.99237869852558,47.39980295721202,64.78711976056988
114,17.03562,4.6797200000000005,0.0,0.0,57.714434263719,54.55322820206135,97.5130170784733,37.54155354672679,63.10169881647778
115,17.03562,6.23962,0.0,0.0,0.0,54.91234235486488,74.54127559271379,30.184895016541645,47.64964165105872
116,17.03562,7.799523000000001,0.0,0.0,41.019696252884415,40.81419620983437,81.14051969994735,32.37182735775188,36.19484869891403
117,17.03562,9.35943,0.0,0.0,44.379579970314026,39.08703927702889,72.38447695654952,36.10249283367051,39.73144532123965
118,17.03562,10.91933,28.28705978900481,30.679822763397866,31.116207863252757,34.21348604907148,53.93602831136971,30.82435259325389,26.99198611563344
119,17.03562,12.47923,37.59099169491574,37.50714761531674,0.0,33.49664169609716,30.365376813317937,21.34920935195173,33.85185842065738
120,17.03562,14.03914,54.20899624029752,64.10946099993461,0.0,28.76799697152579,32.82292570619012,21.348478920083025,30.411354979193845
