1.022450000000000045e+02	5.400000000000000000e+01
1.053799999999999955e+02	5.266666666666666430e+01
1.085130000000000052e+02	5.200000000000000000e+01
1.116479999999999961e+02	4.933333333333333570e+01
1.147800000000000011e+02	4.866666666666666430e+01
1.179110000000000014e+02	5.066666666666666430e+01
1.210409999999999968e+02	4.600000000000000000e+01
1.241689999999999969e+02	5.600000000000000000e+01
1.272969999999999970e+02	5.266666666666666430e+01
1.304230000000000018e+02	5.200000000000000000e+01
1.335469999999999970e+02	5.133333333333333570e+01
1.366709999999999923e+02	4.733333333333333570e+01
1.397949999999999875e+02	5.000000000000000000e+01
1.429170000000000016e+02	5.333333333333333570e+01
1.460380000000000109e+02	5.000000000000000000e+01
1.491589999999999918e+02	5.266666666666666430e+01
1.522760000000000105e+02	5.466666666666666430e+01
1.553940000000000055e+02	5.600000000000000000e+01
1.585109999999999957e+02	6.666666666666667140e+01
1.616250000000000000e+02	6.533333333333332860e+01
1.647400000000000091e+02	6.133333333333333570e+01
1.678540000000000134e+02	6.066666666666666430e+01
1.709650000000000034e+02	5.733333333333333570e+01
1.740769999999999982e+02	5.866666666666666430e+01
1.771860000000000070e+02	6.066666666666666430e+01
1.802949999999999875e+02	6.400000000000000000e+01
1.834019999999999868e+02	6.333333333333333570e+01
1.865080000000000098e+02	6.333333333333333570e+01
1.896150000000000091e+02	6.066666666666666430e+01
1.927179999999999893e+02	6.600000000000000000e+01
1.958230000000000075e+02	6.600000000000000000e+01
1.989240000000000066e+02	6.200000000000000000e+01
2.020250000000000057e+02	6.200000000000000000e+01
2.051239999999999952e+02	6.733333333333332860e+01
2.082249999999999943e+02	6.533333333333332860e+01
2.113220000000000027e+02	6.666666666666667140e+01
2.144190000000000111e+02	7.000000000000000000e+01
2.175140000000000100e+02	6.600000000000000000e+01
2.206080000000000041e+02	8.066666666666667140e+01
2.237009999999999934e+02	9.666666666666667140e+01
2.267940000000000111e+02	1.260000000000000000e+02
2.298849999999999909e+02	1.413333333333333428e+02
2.329749999999999943e+02	1.046666666666666714e+02
2.360639999999999930e+02	9.133333333333332860e+01
2.391519999999999868e+02	8.000000000000000000e+01
2.422390000000000043e+02	8.666666666666667140e+01
2.453249999999999886e+02	9.000000000000000000e+01
2.484079999999999870e+02	1.033333333333333286e+02
2.514919999999999902e+02	9.666666666666667140e+01
2.545749999999999886e+02	9.200000000000000000e+01
2.576569999999999823e+02	8.200000000000000000e+01
2.607359999999999900e+02	6.866666666666667140e+01
2.638159999999999741e+02	7.133333333333332860e+01
2.668949999999999818e+02	6.266666666666666430e+01
2.699700000000000273e+02	7.200000000000000000e+01
2.730470000000000255e+02	6.266666666666666430e+01
2.761209999999999809e+02	6.933333333333332860e+01
2.791960000000000264e+02	7.400000000000000000e+01
2.822669999999999959e+02	7.533333333333332860e+01
2.853399999999999750e+02	9.266666666666667140e+01
2.884100000000000250e+02	9.666666666666667140e+01
2.914800000000000182e+02	1.160000000000000000e+02
2.945480000000000018e+02	1.493333333333333428e+02
2.976150000000000091e+02	1.500000000000000000e+02
3.006800000000000068e+02	1.300000000000000000e+02
3.037470000000000141e+02	1.200000000000000000e+02
3.068100000000000023e+02	1.093333333333333286e+02
3.098729999999999905e+02	9.666666666666667140e+01
3.129340000000000259e+02	8.400000000000000000e+01
3.159950000000000045e+02	7.866666666666667140e+01
3.190539999999999736e+02	7.666666666666667140e+01
3.221150000000000091e+02	7.400000000000000000e+01
3.251720000000000255e+02	7.066666666666667140e+01
3.282289999999999850e+02	7.600000000000000000e+01
3.312819999999999823e+02	7.133333333333332860e+01
3.343360000000000127e+02	6.933333333333332860e+01
