R	S_avg	S_std	S_avg_smooth	S_sum
7.688740000000000236e+02	9.133333333333332860e+01	4.545571715661542811e+01	9.129713423831120167e+01	5.480000000000000000e+02
7.717730000000000246e+02	8.866666666666667140e+01	4.189935029992178528e+01	9.100935143288133133e+01	5.320000000000000000e+02
7.746720000000000255e+02	9.133333333333332860e+01	4.114473099789192645e+01	9.138521870286625415e+01	5.480000000000000000e+02
7.775689999999999600e+02	9.100000000000000000e+01	4.352393977265079172e+01	9.147662141779836986e+01	5.460000000000000000e+02
7.804660000000000082e+02	9.200000000000000000e+01	4.140853374205209292e+01	9.168959276018148330e+01	5.520000000000000000e+02
7.833619999999999663e+02	9.200000000000000000e+01	4.315862215903870691e+01	9.173815987933683402e+01	5.520000000000000000e+02
7.862559999999999718e+02	9.000000000000000000e+01	4.470644994479729917e+01	9.178190045248918238e+01	5.400000000000000000e+02
7.891499999999999773e+02	9.266666666666667140e+01	4.770278351999550637e+01	9.269291101055856075e+01	5.560000000000000000e+02
7.920430000000000064e+02	9.733333333333332860e+01	4.260933648339945279e+01	9.306153846153895870e+01	5.840000000000000000e+02
7.949349999999999454e+02	9.100000000000000000e+01	4.245389656242797116e+01	9.299668174962341993e+01	5.460000000000000000e+02
7.978239999999999554e+02	9.400000000000000000e+01	4.781910357447812743e+01	9.346907993966867423e+01	5.640000000000000000e+02
8.007140000000000555e+02	9.266666666666667140e+01	4.104739807696571319e+01	9.368717948717997501e+01	5.560000000000000000e+02
8.036029999999999518e+02	9.366666666666667140e+01	4.460817065167421447e+01	9.395444947209702491e+01	5.620000000000000000e+02
8.064890000000000327e+02	9.500000000000000000e+01	4.547160286010013408e+01	9.399457013574709663e+01	5.700000000000000000e+02
8.093769999999999527e+02	9.266666666666667140e+01	4.635610950984658274e+01	9.408355957767773248e+01	5.560000000000000000e+02
8.122630000000000337e+02	9.500000000000000000e+01	4.867237409455182728e+01	9.444917043740625218e+01	5.700000000000000000e+02
8.151459999999999582e+02	9.700000000000000000e+01	4.746577714522327085e+01	9.566666666666716878e+01	5.820000000000000000e+02
8.180289999999999964e+02	9.400000000000000000e+01	3.885013942488924243e+01	9.641779788838664444e+01	5.640000000000000000e+02
8.209130000000000109e+02	9.566666666666667140e+01	4.785278350199588004e+01	9.635233785822072150e+01	5.740000000000000000e+02
8.237930000000000064e+02	9.633333333333332860e+01	4.623731057153831614e+01	9.661478129713474061e+01	5.780000000000000000e+02
8.266749999999999545e+02	1.000000000000000000e+02	4.868949236402723812e+01	9.685460030165964440e+01	6.000000000000000000e+02
8.295539999999999736e+02	9.833333333333332860e+01	4.056955618304061062e+01	9.714901960784365542e+01	5.900000000000000000e+02
8.324320000000000164e+02	9.800000000000000000e+01	5.192301994298868095e+01	9.650135746606385112e+01	5.880000000000000000e+02
8.353089999999999691e+02	9.500000000000000000e+01	3.930648801406709225e+01	9.662745098039266622e+01	5.700000000000000000e+02
8.381849999999999454e+02	9.100000000000000000e+01	3.889730067755344578e+01	9.676470588235343939e+01	5.460000000000000000e+02
8.410599999999999454e+02	1.003333333333333286e+02	4.685319863384166439e+01	9.674630467571694226e+01	6.020000000000000000e+02
8.439339999999999691e+02	9.600000000000000000e+01	4.822171018673366660e+01	9.610859728506838451e+01	5.760000000000000000e+02
8.468079999999999927e+02	9.533333333333332860e+01	4.716872787015660862e+01	9.536742081448014119e+01	5.720000000000000000e+02
8.496799999999999500e+02	9.433333333333332860e+01	4.112447230326758074e+01	9.570196078431425235e+01	5.660000000000000000e+02
8.525510000000000446e+02	1.006666666666666714e+02	5.030131431903367201e+01	9.577375565610910257e+01	6.040000000000000000e+02
8.554220000000000255e+02	9.466666666666667140e+01	4.508756911709577508e+01	9.594841628959326840e+01	5.680000000000000000e+02
8.582920000000000300e+02	9.533333333333332860e+01	4.582090740650555460e+01	9.598250377073958362e+01	5.720000000000000000e+02
8.611599999999999682e+02	9.133333333333332860e+01	4.461190673152428587e+01	9.571191553544545627e+01	5.480000000000000000e+02
8.640259999999999536e+02	9.666666666666667140e+01	4.309163362984616441e+01	9.569834087481196150e+01	5.800000000000000000e+02
8.668930000000000291e+02	9.933333333333332860e+01	4.899886620003455562e+01	9.590437405731573506e+01	5.960000000000000000e+02
8.697590000000000146e+02	9.400000000000000000e+01	4.386342439892261780e+01	9.532730015083008368e+01	5.640000000000000000e+02
8.726219999999999573e+02	9.633333333333332860e+01	4.305681001756735782e+01	9.520150829562645356e+01	5.780000000000000000e+02
8.754859999999999900e+02	9.700000000000000000e+01	5.036864103785211455e+01	9.634720965309251994e+01	5.820000000000000000e+02
8.783469999999999800e+02	9.633333333333332860e+01	4.928037698268506261e+01	9.667028657616944542e+01	5.780000000000000000e+02
8.812100000000000364e+02	9.233333333333332860e+01	4.096204204979152053e+01	9.714268476621469972e+01	5.540000000000000000e+02
8.840689999999999600e+02	9.866666666666667140e+01	5.090732320163333213e+01	9.683891402714982632e+01	5.920000000000000000e+02
8.869279999999999973e+02	9.400000000000000000e+01	4.472135954999579610e+01	9.698039215686327452e+01	5.640000000000000000e+02
8.897870000000000346e+02	1.023333333333333286e+02	4.795020565359675402e+01	9.662745098039266622e+01	6.140000000000000000e+02
8.926440000000000055e+02	9.900000000000000000e+01	4.902720333311565071e+01	9.622926093514379886e+01	5.940000000000000000e+02
8.955000000000000000e+02	9.366666666666667140e+01	4.301033467538806576e+01	9.549472096530971044e+01	5.620000000000000000e+02
8.983550000000000182e+02	9.566666666666667140e+01	4.439844842133813074e+01	9.492036199095073812e+01	5.740000000000000000e+02
9.012079999999999700e+02	9.300000000000000000e+01	4.270441038893601871e+01	9.422322775264001393e+01	5.580000000000000000e+02
9.040620000000000118e+02	9.266666666666667140e+01	4.708384955469220046e+01	9.319004524886928209e+01	5.560000000000000000e+02
9.069139999999999873e+02	8.900000000000000000e+01	4.026164427839479032e+01	9.298099547511363028e+01	5.340000000000000000e+02
9.097649999999999864e+02	9.600000000000000000e+01	4.421161235090467301e+01	9.246787330316792008e+01	5.760000000000000000e+02
9.126150000000000091e+02	9.066666666666667140e+01	4.428192508110830516e+01	9.314298642533987049e+01	5.440000000000000000e+02
9.154650000000000318e+02	9.466666666666667140e+01	4.480575359879080821e+01	9.412911010558120495e+01	5.680000000000000000e+02
9.183129999999999882e+02	9.466666666666667140e+01	4.879435304304063692e+01	9.486334841629009418e+01	5.680000000000000000e+02
9.211589999999999918e+02	9.700000000000000000e+01	4.614108798023730884e+01	9.586968325791907830e+01	5.820000000000000000e+02
9.240049999999999955e+02	9.733333333333332860e+01	4.622649552895924785e+01	9.649411764705934047e+01	5.840000000000000000e+02
9.268509999999999991e+02	9.733333333333332860e+01	4.304519588628780724e+01	9.705399698340926307e+01	5.840000000000000000e+02
9.296939999999999600e+02	9.800000000000000000e+01	4.853864439804638664e+01	9.738280542986476007e+01	5.880000000000000000e+02
9.325380000000000109e+02	9.866666666666667140e+01	4.913473539383541322e+01	9.875625942684817460e+01	5.920000000000000000e+02
9.353790000000000191e+02	9.800000000000000000e+01	4.644710252893428049e+01	9.895505279034742330e+01	5.880000000000000000e+02
9.382210000000000036e+02	9.766666666666667140e+01	4.244866180327583294e+01	9.960211161387684342e+01	5.860000000000000000e+02
9.410610000000000355e+02	9.833333333333332860e+01	4.797800421952636185e+01	9.975867269984971131e+01	5.900000000000000000e+02
9.438990000000000009e+02	1.013333333333333286e+02	5.188020388891658286e+01	1.001137254901966003e+02	6.080000000000000000e+02
9.467390000000000327e+02	1.036666666666666714e+02	4.929390316143457085e+01	1.001107088989447362e+02	6.220000000000000000e+02
9.495750000000000455e+02	1.023333333333333286e+02	5.347169552410155546e+01	1.001659125188542134e+02	6.140000000000000000e+02
9.524109999999999445e+02	9.733333333333332860e+01	4.645667037382492026e+01	1.003773755656113877e+02	5.840000000000000000e+02
9.552459999999999809e+02	1.013333333333333286e+02	4.691363222869114935e+01	1.006286576168934346e+02	6.080000000000000000e+02
9.580789999999999509e+02	9.800000000000000000e+01	4.557777236036589841e+01	1.005819004524892080e+02	5.880000000000000000e+02
9.609120000000000346e+02	1.003333333333333286e+02	4.743299367411769651e+01	1.002042232277531610e+02	6.020000000000000000e+02
9.637450000000000045e+02	9.900000000000000000e+01	4.438843693275686064e+01	1.000174962292614680e+02	5.940000000000000000e+02
9.665760000000000218e+02	1.023333333333333286e+02	5.222281323542635789e+01	1.002368024132735229e+02	6.140000000000000000e+02
9.694059999999999491e+02	1.020000000000000000e+02	4.686149805543992386e+01	1.008084464555058162e+02	6.120000000000000000e+02
9.722350000000000136e+02	1.006666666666666714e+02	5.329998957681782912e+01	1.017266968325797194e+02	6.040000000000000000e+02
9.750639999999999645e+02	1.000000000000000000e+02	4.779121258139408468e+01	1.016669683257923964e+02	6.000000000000000000e+02
9.778909999999999627e+02	1.013333333333333286e+02	5.142848324507431101e+01	1.019653092006038548e+02	6.080000000000000000e+02
9.807160000000000082e+02	1.040000000000000000e+02	5.193585787616618887e+01	1.016769230769236145e+02	6.240000000000000000e+02
9.835420000000000300e+02	1.026666666666666714e+02	5.656461398750597169e+01	1.012959276018105044e+02	6.160000000000000000e+02
9.863650000000000091e+02	1.016666666666666714e+02	4.843437713947490408e+01	1.010736048265465570e+02	6.100000000000000000e+02
9.891889999999999645e+02	1.020000000000000000e+02	5.148462553682085741e+01	1.010817496229266368e+02	6.120000000000000000e+02
9.920099999999999909e+02	9.800000000000000000e+01	4.795831523312719469e+01	1.014229260935148744e+02	5.880000000000000000e+02
9.948319999999999936e+02	1.010000000000000000e+02	4.296898105998480588e+01	1.015861236802418688e+02	6.060000000000000000e+02
9.976520000000000437e+02	1.003333333333333286e+02	4.876360209099496501e+01	1.020781297134243886e+02	6.020000000000000000e+02
1.000470000000000027e+03	1.020000000000000000e+02	4.338970692072794577e+01	1.023644042232282914e+02	6.120000000000000000e+02
1.003289999999999964e+03	1.056666666666666714e+02	4.826892259921375938e+01	1.028413273001513772e+02	6.340000000000000000e+02
1.006110000000000014e+03	1.036666666666666714e+02	5.119136211857968277e+01	1.035357466063354082e+02	6.220000000000000000e+02
1.008919999999999959e+03	1.060000000000000000e+02	4.706024507656825051e+01	1.045912518853700846e+02	6.360000000000000000e+02
1.011740000000000009e+03	1.046666666666666714e+02	5.051292463870564120e+01	1.053143288084470157e+02	6.280000000000000000e+02
1.014549999999999955e+03	1.066666666666666714e+02	4.976835228223744423e+01	1.054467571644047865e+02	6.400000000000000000e+02
1.017360000000000014e+03	1.026666666666666714e+02	4.555826550205303249e+01	1.056684766214183639e+02	6.160000000000000000e+02
1.020179999999999950e+03	1.053333333333333286e+02	5.089422582397950379e+01	1.058119155354455074e+02	6.320000000000000000e+02
1.022990000000000009e+03	1.083333333333333286e+02	5.486245427329048141e+01	1.060443438914032868e+02	6.500000000000000000e+02
1.025799999999999955e+03	1.080000000000000000e+02	4.573838650411708784e+01	1.069657616892916678e+02	6.480000000000000000e+02
1.028609999999999900e+03	1.040000000000000000e+02	4.633213427705081244e+01	1.068717948717954442e+02	6.240000000000000000e+02
1.031420000000000073e+03	1.073333333333333286e+02	5.107728349167454240e+01	1.074447963800910628e+02	6.440000000000000000e+02
1.034220000000000027e+03	1.086666666666666714e+02	4.816176445641869464e+01	1.081825037707396433e+02	6.520000000000000000e+02
1.037029999999999973e+03	1.101666666666666714e+02	4.652747097742961557e+01	1.089570135746612181e+02	6.610000000000000000e+02
1.039839999999999918e+03	1.100000000000000000e+02	4.683303677248928665e+01	1.095948717948723754e+02	6.600000000000000000e+02
1.042640000000000100e+03	1.100000000000000000e+02	5.351635264103860834e+01	1.102472096530925967e+02	6.600000000000000000e+02
1.045440000000000055e+03	1.060000000000000000e+02	4.601449047129973025e+01	1.110666666666672597e+02	6.360000000000000000e+02
1.048240000000000009e+03	1.146666666666666714e+02	5.077619739821230382e+01	1.109138763197592681e+02	6.880000000000000000e+02
1.051049999999999955e+03	1.130000000000000000e+02	4.332435804486893716e+01	1.110763197586732929e+02	6.780000000000000000e+02
1.053849999999999909e+03	1.110000000000000000e+02	4.988987873306568588e+01	1.111576168929115909e+02	6.660000000000000000e+02
1.056650000000000091e+03	1.133333333333333286e+02	4.847909056719424825e+01	1.112358974358980390e+02	6.800000000000000000e+02
1.059440000000000055e+03	1.096666666666666714e+02	4.963085957569364837e+01	1.113134238310714892e+02	6.580000000000000000e+02
1.062240000000000009e+03	1.086666666666666714e+02	4.924316083365170016e+01	1.111547511312223122e+02	6.520000000000000000e+02
1.065039999999999964e+03	1.073333333333333286e+02	4.814792022738076582e+01	1.109164404223233760e+02	6.440000000000000000e+02
1.067829999999999927e+03	1.173333333333333286e+02	4.358389100981640496e+01	1.105182503770744944e+02	7.040000000000000000e+02
1.070630000000000109e+03	1.100000000000000000e+02	4.475116385823576337e+01	1.115146304675722320e+02	6.600000000000000000e+02
1.073420000000000073e+03	1.110000000000000000e+02	4.867237409455182728e+01	1.115209653092012019e+02	6.660000000000000000e+02
1.076210000000000036e+03	1.106666666666666714e+02	4.835516748210289961e+01	1.120066365007547518e+02	6.640000000000000000e+02
1.079009999999999991e+03	1.113333333333333286e+02	5.182877793487149631e+01	1.127981900452494699e+02	6.680000000000000000e+02
1.081789999999999964e+03	1.140000000000000000e+02	5.118593556827890723e+01	1.128567119155360388e+02	6.840000000000000000e+02
1.084579999999999927e+03	1.166666666666666714e+02	4.847909056719424825e+01	1.128823529411770750e+02	7.000000000000000000e+02
1.087369999999999891e+03	1.143333333333333286e+02	4.817214501717310071e+01	1.130621417797894424e+02	6.860000000000000000e+02
1.090160000000000082e+03	1.076666666666666714e+02	4.591901082945445722e+01	1.139794871794877906e+02	6.460000000000000000e+02
1.092950000000000045e+03	1.173333333333333286e+02	5.119461777266131008e+01	1.141330316742087518e+02	7.040000000000000000e+02
1.095730000000000018e+03	1.126666666666666714e+02	4.685675570881487317e+01	1.141644042232283596e+02	6.760000000000000000e+02
1.098519999999999982e+03	1.123333333333333286e+02	4.907703694759450030e+01	1.137061840120669842e+02	6.740000000000000000e+02
1.101299999999999955e+03	1.170000000000000000e+02	5.071160288007732220e+01	1.139291101055812874e+02	7.020000000000000000e+02
1.104079999999999927e+03	1.170000000000000000e+02	5.077729151238114014e+01	1.142337858220217299e+02	7.020000000000000000e+02
1.106869999999999891e+03	1.116666666666666714e+02	5.624253036823843388e+01	1.147061840120669700e+02	6.700000000000000000e+02
1.109650000000000091e+03	1.133333333333333286e+02	5.004886501099589680e+01	1.150708898944199206e+02	6.800000000000000000e+02
1.112430000000000064e+03	1.140000000000000000e+02	4.739901546094250051e+01	1.146877828054304729e+02	6.840000000000000000e+02
1.115210000000000036e+03	1.150000000000000000e+02	4.292241061885193432e+01	1.154805429864259594e+02	6.900000000000000000e+02
1.117980000000000018e+03	1.200000000000000000e+02	5.967690787342566239e+01	1.152150829562600336e+02	7.200000000000000000e+02
1.120759999999999991e+03	1.136666666666666714e+02	4.936147845795905198e+01	1.150081447963807051e+02	6.820000000000000000e+02
1.123539999999999964e+03	1.140000000000000000e+02	4.928826770473206409e+01	1.156380090497743822e+02	6.840000000000000000e+02
1.126309999999999945e+03	1.160000000000000000e+02	5.115988011453245576e+01	1.161067873303173741e+02	6.960000000000000000e+02
1.129079999999999927e+03	1.166666666666666714e+02	4.956701412117627825e+01	1.158066365007547773e+02	7.000000000000000000e+02
1.131859999999999900e+03	1.160000000000000000e+02	5.078057371344544180e+01	1.153279034690805531e+02	6.960000000000000000e+02
1.134630000000000109e+03	1.120000000000000000e+02	4.998666488841465849e+01	1.148177978883867354e+02	6.720000000000000000e+02
1.137400000000000091e+03	1.176666666666666714e+02	5.158057343182174748e+01	1.143146304675722575e+02	7.060000000000000000e+02
1.140170000000000073e+03	1.163333333333333286e+02	5.073350854109035879e+01	1.148117647058829789e+02	6.980000000000000000e+02
1.142940000000000055e+03	1.116666666666666714e+02	5.068091904805550740e+01	1.142745098039221716e+02	6.700000000000000000e+02
1.145710000000000036e+03	1.126666666666666714e+02	5.039400317057135226e+01	1.139387631975873205e+02	6.760000000000000000e+02
1.148470000000000027e+03	1.133333333333333286e+02	4.420658573360107368e+01	1.134947209653098241e+02	6.800000000000000000e+02
1.151240000000000009e+03	1.146666666666666714e+02	4.912116538610305838e+01	1.136301659125194590e+02	6.880000000000000000e+02
1.154000000000000000e+03	1.146666666666666714e+02	4.912116538610305838e+01	1.138983408748120780e+02	6.880000000000000000e+02
1.156769999999999982e+03	1.153333333333333286e+02	4.986203187017375171e+01	1.138862745098045366e+02	6.920000000000000000e+02
1.159529999999999973e+03	1.113333333333333286e+02	4.612543284951974698e+01	1.147408748114636694e+02	6.680000000000000000e+02
1.162289999999999964e+03	1.160000000000000000e+02	5.381449618829483938e+01	1.154371040723987960e+02	6.960000000000000000e+02
1.165049999999999955e+03	1.143333333333333286e+02	5.385680602816654527e+01	1.159825037707396973e+02	6.860000000000000000e+02
1.167809999999999945e+03	1.190000000000000000e+02	4.933896364267629764e+01	1.163761689291107189e+02	7.140000000000000000e+02
1.170569999999999936e+03	1.173333333333333286e+02	5.129868960856168769e+01	1.168941176470594456e+02	7.040000000000000000e+02
1.173329999999999927e+03	1.183333333333333286e+02	4.891375630183757295e+01	1.180012066365013794e+02	7.100000000000000000e+02
1.176089999999999918e+03	1.186666666666666714e+02	5.153208277913435609e+01	1.189101055806944487e+02	7.120000000000000000e+02
1.178849999999999909e+03	1.173333333333333286e+02	4.925669723217566798e+01	1.195815987933641367e+02	7.040000000000000000e+02
1.181599999999999909e+03	1.210000000000000000e+02	5.175261668102718460e+01	1.202144796380097063e+02	7.260000000000000000e+02
1.184359999999999900e+03	1.196666666666666714e+02	4.956365155590894744e+01	1.202205128205134770e+02	7.180000000000000000e+02
1.187109999999999900e+03	1.226666666666666714e+02	5.813394495091103664e+01	1.206799396681756065e+02	7.360000000000000000e+02
1.189859999999999900e+03	1.236666666666666714e+02	5.262973388578826217e+01	1.212247360482661236e+02	7.420000000000000000e+02
1.192609999999999900e+03	1.196666666666666714e+02	5.362109866668364333e+01	1.223514328808453087e+02	7.180000000000000000e+02
1.195359999999999900e+03	1.210000000000000000e+02	4.880915214724932838e+01	1.227773755656115213e+02	7.260000000000000000e+02
1.198109999999999900e+03	1.246666666666666714e+02	5.644663162866515904e+01	1.230648567119161925e+02	7.480000000000000000e+02
1.200859999999999900e+03	1.193333333333333286e+02	5.234076380370805737e+01	1.234126696832585850e+02	7.160000000000000000e+02
1.203609999999999900e+03	1.293333333333333428e+02	4.976835228223744423e+01	1.240883861236808912e+02	7.760000000000000000e+02
1.206359999999999900e+03	1.240000000000000000e+02	5.249761899362675166e+01	1.246654600301665852e+02	7.440000000000000000e+02
1.209099999999999909e+03	1.283333333333333428e+02	4.903626775719737907e+01	1.251659125188543698e+02	7.700000000000000000e+02
1.211849999999999909e+03	1.206666666666666714e+02	4.867123266251727642e+01	1.266365007541484999e+02	7.240000000000000000e+02
1.214589999999999918e+03	1.270000000000000000e+02	5.830666056864058078e+01	1.275306184012073061e+02	7.620000000000000000e+02
1.217329999999999927e+03	1.300000000000000000e+02	6.156839015815393878e+01	1.280220211161394559e+02	7.800000000000000000e+02
1.220069999999999936e+03	1.286666666666666572e+02	5.234076380370806447e+01	1.285843137254908868e+02	7.720000000000000000e+02
1.222819999999999936e+03	1.293333333333333428e+02	5.228979080300687343e+01	1.288196078431379306e+02	7.760000000000000000e+02
1.225559999999999945e+03	1.293333333333333428e+02	4.571894817493313923e+01	1.300226244343898259e+02	7.760000000000000000e+02
1.228289999999999964e+03	1.350000000000000000e+02	5.653022790212919801e+01	1.305345399698347819e+02	8.100000000000000000e+02
1.231029999999999973e+03	1.286666666666666572e+02	4.876701982100426136e+01	1.310211161387638867e+02	7.720000000000000000e+02
1.233769999999999982e+03	1.286666666666666572e+02	5.255684752933933623e+01	1.310371040723989040e+02	7.720000000000000000e+02
1.236500000000000000e+03	1.316666666666666572e+02	4.839306653735521024e+01	1.314723981900459364e+02	7.900000000000000000e+02
1.239240000000000009e+03	1.353333333333333428e+02	5.351220006274790109e+01	1.317628959276025284e+02	8.120000000000000000e+02
1.241970000000000027e+03	1.326666666666666572e+02	5.388465046333283226e+01	1.333052790346915231e+02	7.960000000000000000e+02
1.244710000000000036e+03	1.323333333333333428e+02	4.972479819522202860e+01	1.349251885369539536e+02	7.940000000000000000e+02
1.247440000000000055e+03	1.343333333333333428e+02	5.511704717135061316e+01	1.373644042232284903e+02	8.060000000000000000e+02
1.250170000000000073e+03	1.413333333333333428e+02	5.400822982554500840e+01	1.399453996983416459e+02	8.480000000000000000e+02
1.252900000000000091e+03	1.403333333333333428e+02	5.676168504271952031e+01	1.421846153846161656e+02	8.420000000000000000e+02
1.255630000000000109e+03	1.433333333333333428e+02	5.268354160034758848e+01	1.444066365007549280e+02	8.600000000000000000e+02
1.258359999999999900e+03	1.546666666666666572e+02	5.172577264338886494e+01	1.462748114630475413e+02	9.280000000000000000e+02
1.261089999999999918e+03	1.483333333333333428e+02	5.315909036927634190e+01	1.489749622926101438e+02	8.900000000000000000e+02
1.263809999999999945e+03	1.526666666666666572e+02	5.145440268388658467e+01	1.506241327300159014e+02	9.160000000000000000e+02
1.266539999999999964e+03	1.470000000000000000e+02	5.191980996369946411e+01	1.516488687782813543e+02	8.820000000000000000e+02
1.269259999999999991e+03	1.543333333333333428e+02	5.495958110789742790e+01	1.527713423831079069e+02	9.260000000000000000e+02
1.271990000000000009e+03	1.550000000000000000e+02	4.312385264174186261e+01	1.553948717948726426e+02	9.300000000000000000e+02
1.274710000000000036e+03	1.546666666666666572e+02	4.949971941559085309e+01	1.578117647058832063e+02	9.280000000000000000e+02
1.277430000000000064e+03	1.613333333333333428e+02	5.142848324507431101e+01	1.598250377073915161e+02	9.680000000000000000e+02
1.280150000000000091e+03	1.580000000000000000e+02	4.588391148685270338e+01	1.626714932126705548e+02	9.480000000000000000e+02
1.282869999999999891e+03	1.663333333333333428e+02	5.552677032046995009e+01	1.652153846153854886e+02	9.980000000000000000e+02
1.285589999999999918e+03	1.743333333333333428e+02	5.134740066990300278e+01	1.686696832579194449e+02	1.046000000000000000e+03
1.288309999999999945e+03	1.786666666666666572e+02	5.588877844035916809e+01	1.725257918552045453e+02	1.072000000000000000e+03
1.291019999999999982e+03	1.733333333333333428e+02	5.098583681333037987e+01	1.764352941176479987e+02	1.040000000000000000e+03
1.293740000000000009e+03	1.740000000000000000e+02	4.430199393556306831e+01	1.803242835595786460e+02	1.044000000000000000e+03
1.296450000000000045e+03	1.806666666666666572e+02	4.945929864264375198e+01	1.846594268476631271e+02	1.084000000000000000e+03
1.299170000000000073e+03	1.906666666666666572e+02	5.234076380370805737e+01	1.898401206636510778e+02	1.144000000000000000e+03
1.301880000000000109e+03	1.980000000000000000e+02	5.350389393928881532e+01	1.947704374057325367e+02	1.188000000000000000e+03
1.304589999999999918e+03	2.036666666666666572e+02	5.715962055701754707e+01	2.003007541478140183e+02	1.222000000000000000e+03
1.307309999999999945e+03	2.000000000000000000e+02	5.067543783727970919e+01	2.064754147812982410e+02	1.200000000000000000e+03
1.310019999999999982e+03	2.110000000000000000e+02	5.918051481132395253e+01	2.118027149321278273e+02	1.266000000000000000e+03
1.312720000000000027e+03	2.203333333333333428e+02	6.022642461762297472e+01	2.163276018099559224e+02	1.322000000000000000e+03
1.315430000000000064e+03	2.223333333333333428e+02	5.285725010714130434e+01	2.206467571644054146e+02	1.334000000000000000e+03
1.318140000000000100e+03	2.253333333333333428e+02	5.811100488624240512e+01	2.238705882352953154e+02	1.352000000000000000e+03
1.320849999999999909e+03	2.253333333333333428e+02	5.844275451718164760e+01	2.254784313725502329e+02	1.352000000000000000e+03
1.323549999999999955e+03	2.243333333333333428e+02	5.592157206501103417e+01	2.264820512820525096e+02	1.346000000000000000e+03
1.326259999999999991e+03	2.216666666666666572e+02	5.478949615472740220e+01	2.263061840120675754e+02	1.330000000000000000e+03
1.328960000000000036e+03	2.320000000000000000e+02	6.605048574133779482e+01	2.251197586727010673e+02	1.392000000000000000e+03
1.331660000000000082e+03	2.300000000000000000e+02	6.476624635307088340e+01	2.233544494720977127e+02	1.380000000000000000e+03
1.334359999999999900e+03	2.170000000000000000e+02	6.808573027196423766e+01	2.209565610859740445e+02	1.302000000000000000e+03
1.337059999999999945e+03	2.110000000000000000e+02	6.058327602014712454e+01	2.187797888386135128e+02	1.266000000000000000e+03
1.339759999999999991e+03	2.156666666666666572e+02	7.126866227327563763e+01	2.155930618401218055e+02	1.294000000000000000e+03
1.342460000000000036e+03	2.116666666666666572e+02	7.029856960770175078e+01	2.122585218702876944e+02	1.270000000000000000e+03
1.345160000000000082e+03	2.140000000000000000e+02	7.075780286771676231e+01	2.078527903469091029e+02	1.284000000000000000e+03
1.347859999999999900e+03	2.020000000000000000e+02	6.769539619993864221e+01	2.023149321266978973e+02	1.212000000000000000e+03
1.350549999999999955e+03	1.973333333333333428e+02	7.288041956215370476e+01	1.979975867269995433e+02	1.184000000000000000e+03
1.353250000000000000e+03	1.980000000000000000e+02	7.109617898780965106e+01	1.939825037707400952e+02	1.188000000000000000e+03
1.355940000000000055e+03	1.846666666666666572e+02	6.236095644623235756e+01	1.889408748114640275e+02	1.108000000000000000e+03
1.358640000000000100e+03	1.846666666666666572e+02	6.821208755703705151e+01	1.835707390648577189e+02	1.108000000000000000e+03
1.361329999999999927e+03	1.746666666666666572e+02	6.808491430232952268e+01	1.789580693815997279e+02	1.048000000000000000e+03
1.364019999999999982e+03	1.726666666666666572e+02	6.062636023674484420e+01	1.740012066365016494e+02	1.036000000000000000e+03
1.366710000000000036e+03	1.720000000000000000e+02	6.392704174812617168e+01	1.700464555052799369e+02	1.032000000000000000e+03
1.369400000000000091e+03	1.666666666666666572e+02	6.370417743148578182e+01	1.655393665158379690e+02	1.000000000000000000e+03
1.372089999999999918e+03	1.633333333333333428e+02	6.675993475797358201e+01	1.616102564102572501e+02	9.800000000000000000e+02
1.374769999999999982e+03	1.606666666666666572e+02	5.716253629393604285e+01	1.587375565610868193e+02	9.640000000000000000e+02
1.377460000000000036e+03	1.540000000000000000e+02	6.067399223170775713e+01	1.549822021116146971e+02	9.240000000000000000e+02
1.380150000000000091e+03	1.480000000000000000e+02	5.500303021955548388e+01	1.514766214177986967e+02	8.880000000000000000e+02
1.382829999999999927e+03	1.480000000000000000e+02	5.859465277082315282e+01	1.481743589743597624e+02	8.880000000000000000e+02
1.385509999999999991e+03	1.456666666666666572e+02	6.017105247172892746e+01	1.454980392156870437e+02	8.740000000000000000e+02
1.388200000000000045e+03	1.460000000000000000e+02	5.816069692383909739e+01	1.436681749622933921e+02	8.760000000000000000e+02
1.390880000000000109e+03	1.406666666666666572e+02	5.437728283841413912e+01	1.417568627450987719e+02	8.440000000000000000e+02
1.393559999999999945e+03	1.366666666666666572e+02	4.958046210174146751e+01	1.395031674208152310e+02	8.200000000000000000e+02
1.396240000000000009e+03	1.373333333333333428e+02	5.961729801175345500e+01	1.382054298642541141e+02	8.240000000000000000e+02
1.398920000000000073e+03	1.420000000000000000e+02	6.250333324444918048e+01	1.367864253393672129e+02	8.520000000000000000e+02
1.401599999999999909e+03	1.376666666666666572e+02	6.371202572687688814e+01	1.356811463046764175e+02	8.260000000000000000e+02
1.404269999999999982e+03	1.340000000000000000e+02	5.793099343184095318e+01	1.346223227752646778e+02	8.040000000000000000e+02
1.406950000000000045e+03	1.293333333333333428e+02	5.131168374638362195e+01	1.333954751131228704e+02	7.760000000000000000e+02
1.409619999999999891e+03	1.290000000000000000e+02	5.416948710605753803e+01	1.327909502262450587e+02	7.740000000000000000e+02
1.412299999999999955e+03	1.356666666666666572e+02	5.963686406540467999e+01	1.318787330316749262e+02	8.140000000000000000e+02
