R	S_avg	S_std	S_avg_smooth	S_sum
1.414970000000000027e+03	1.320000000000000000e+02	5.945306271897744921e+01	1.310684766214185117e+02	7.920000000000000000e+02
1.417640000000000100e+03	1.333333333333333428e+02	6.026238922873498893e+01	1.302343891402721852e+02	8.000000000000000000e+02
1.420319999999999936e+03	1.273333333333333286e+02	5.327496806401879326e+01	1.298693815987940638e+02	7.640000000000000000e+02
1.422990000000000009e+03	1.280000000000000000e+02	5.624944444170093050e+01	1.299330316742088485e+02	7.680000000000000000e+02
1.425660000000000082e+03	1.303333333333333428e+02	6.142113280911998174e+01	1.290461538461545388e+02	7.820000000000000000e+02
1.428319999999999936e+03	1.286666666666666572e+02	5.685849882725438675e+01	1.287423831070896938e+02	7.720000000000000000e+02
1.430990000000000009e+03	1.300000000000000000e+02	6.287553843374491436e+01	1.278425339366522451e+02	7.800000000000000000e+02
1.433660000000000082e+03	1.256666666666666714e+02	6.161619556216982119e+01	1.273535444947216320e+02	7.540000000000000000e+02
1.436319999999999936e+03	1.256666666666666714e+02	5.881515299837467836e+01	1.269918552036205739e+02	7.540000000000000000e+02
1.438990000000000009e+03	1.286666666666666572e+02	5.359933664597807734e+01	1.268567119155361240e+02	7.720000000000000000e+02
1.441650000000000091e+03	1.236666666666666714e+02	5.414076303694123027e+01	1.262944193061846931e+02	7.420000000000000000e+02
1.444309999999999945e+03	1.323333333333333428e+02	6.189686762851754054e+01	1.264754147812978005e+02	7.940000000000000000e+02
1.446980000000000018e+03	1.223333333333333286e+02	6.378522991692948096e+01	1.263752639517352065e+02	7.340000000000000000e+02
1.449640000000000100e+03	1.243333333333333286e+02	5.788974194295758480e+01	1.268726998491711129e+02	7.460000000000000000e+02
1.452299999999999955e+03	1.280000000000000000e+02	5.678027826631355879e+01	1.269710407239825827e+02	7.680000000000000000e+02
1.454960000000000036e+03	1.263333333333333286e+02	6.379568080120227336e+01	1.268693815987940354e+02	7.580000000000000000e+02
1.457619999999999891e+03	1.286666666666666572e+02	5.917957605645906227e+01	1.266392156862751790e+02	7.720000000000000000e+02
1.460269999999999982e+03	1.300000000000000000e+02	5.843514923970560204e+01	1.266316742081454549e+02	7.800000000000000000e+02
1.462930000000000064e+03	1.230000000000000000e+02	5.941660822811525833e+01	1.259107088989448613e+02	7.380000000000000000e+02
1.465589999999999918e+03	1.283333333333333428e+02	6.086506021976446590e+01	1.259737556561092617e+02	7.700000000000000000e+02
1.468240000000000009e+03	1.210000000000000000e+02	4.788527957525151635e+01	1.247885369532434936e+02	7.260000000000000000e+02
1.470890000000000100e+03	1.260000000000000000e+02	5.862877564245507500e+01	1.240651583710413917e+02	7.560000000000000000e+02
1.473549999999999955e+03	1.236666666666666714e+02	5.422688959875492287e+01	1.238392156862751676e+02	7.420000000000000000e+02
1.476200000000000045e+03	1.226666666666666714e+02	5.948295740985162894e+01	1.232232277526401845e+02	7.360000000000000000e+02
1.478849999999999909e+03	1.220000000000000000e+02	6.117733785207285990e+01	1.232033182503777340e+02	7.320000000000000000e+02
1.481500000000000000e+03	1.220000000000000000e+02	5.540156435817795000e+01	1.233987933634999195e+02	7.320000000000000000e+02
1.484150000000000091e+03	1.230000000000000000e+02	6.352689719061262963e+01	1.226742081447970349e+02	7.380000000000000000e+02
1.486799999999999955e+03	1.266666666666666714e+02	5.902165327704364017e+01	1.229628959276024744e+02	7.600000000000000000e+02
1.489440000000000055e+03	1.230000000000000000e+02	5.871683461041362051e+01	1.222184012066371679e+02	7.380000000000000000e+02
1.492089999999999918e+03	1.206666666666666714e+02	6.135869041047803307e+01	1.217815987933641537e+02	7.240000000000000000e+02
1.494730000000000018e+03	1.226666666666666714e+02	5.972901770124430243e+01	1.218265460030172562e+02	7.360000000000000000e+02
1.497380000000000109e+03	1.193333333333333286e+02	5.234076380370805737e+01	1.215390648567125709e+02	7.160000000000000000e+02
1.500019999999999982e+03	1.196666666666666714e+02	5.215894511544070156e+01	1.211393665158377360e+02	7.180000000000000000e+02
1.502660000000000082e+03	1.226666666666666714e+02	5.976249288270659576e+01	1.210962292609357860e+02	7.360000000000000000e+02
1.505299999999999955e+03	1.186666666666666714e+02	5.725576147622370371e+01	1.206853695324290072e+02	7.120000000000000000e+02
1.507940000000000055e+03	1.213333333333333286e+02	6.097722707882199700e+01	1.205167420814486121e+02	7.280000000000000000e+02
1.510579999999999927e+03	1.246666666666666714e+02	6.422529788867382194e+01	1.206868778280549463e+02	7.480000000000000000e+02
1.513220000000000027e+03	1.193333333333333286e+02	5.921336185543109565e+01	1.210847662141786287e+02	7.160000000000000000e+02
1.515859999999999900e+03	1.213333333333333286e+02	5.730231719185145778e+01	1.214425339366522394e+02	7.280000000000000000e+02
1.518500000000000000e+03	1.220000000000000000e+02	6.407287517610969019e+01	1.213689291101062224e+02	7.320000000000000000e+02
1.521130000000000109e+03	1.173333333333333286e+02	5.952777129672800527e+01	1.211016591251891725e+02	7.040000000000000000e+02
1.523769999999999982e+03	1.210000000000000000e+02	5.667156841544679224e+01	1.216865761689297472e+02	7.260000000000000000e+02
1.526400000000000091e+03	1.260000000000000000e+02	6.476624635307088340e+01	1.217031674208151344e+02	7.560000000000000000e+02
1.529039999999999964e+03	1.236666666666666714e+02	6.272072136773371653e+01	1.221843137254908527e+02	7.420000000000000000e+02
1.531670000000000073e+03	1.196666666666666714e+02	5.930055274241173890e+01	1.229710407239825685e+02	7.180000000000000000e+02
1.534299999999999955e+03	1.220000000000000000e+02	6.217180497084939361e+01	1.232301659125195243e+02	7.320000000000000000e+02
1.536930000000000064e+03	1.236666666666666714e+02	6.450236860422690199e+01	1.235384615384622009e+02	7.420000000000000000e+02
1.539559999999999945e+03	1.270000000000000000e+02	6.085775765394799919e+01	1.241707390648573721e+02	7.620000000000000000e+02
1.542190000000000055e+03	1.233333333333333286e+02	6.530611678004510168e+01	1.246974358974365629e+02	7.400000000000000000e+02
1.544819999999999936e+03	1.253333333333333286e+02	6.323149707402334485e+01	1.245951734539976599e+02	7.520000000000000000e+02
1.547440000000000055e+03	1.230000000000000000e+02	6.016366566846360797e+01	1.246699849170444026e+02	7.380000000000000000e+02
1.550069999999999936e+03	1.243333333333333286e+02	6.106189937723485883e+01	1.245088989441937315e+02	7.460000000000000000e+02
1.552690000000000055e+03	1.250000000000000000e+02	6.208327740489650637e+01	1.235858220211168117e+02	7.500000000000000000e+02
1.555319999999999936e+03	1.266666666666666714e+02	6.328419146112944560e+01	1.231897435897442534e+02	7.600000000000000000e+02
1.557940000000000055e+03	1.246666666666666714e+02	5.618619838437984981e+01	1.229239819004531427e+02	7.480000000000000000e+02
1.560559999999999945e+03	1.166666666666666714e+02	6.015166017843748847e+01	1.228307692307698744e+02	7.000000000000000000e+02
1.563180000000000064e+03	1.203333333333333286e+02	5.712462010571468340e+01	1.227861236802419853e+02	7.220000000000000000e+02
1.565799999999999955e+03	1.223333333333333286e+02	6.094168432927406798e+01	1.227444947209659460e+02	7.340000000000000000e+02
1.568420000000000073e+03	1.230000000000000000e+02	6.061627944152736802e+01	1.218509803921575241e+02	7.380000000000000000e+02
1.571039999999999964e+03	1.263333333333333286e+02	6.141027782238264621e+01	1.216087481146311120e+02	7.580000000000000000e+02
1.573660000000000082e+03	1.223333333333333286e+02	6.539537870182843449e+01	1.218479638009056174e+02	7.340000000000000000e+02
1.576269999999999982e+03	1.210000000000000000e+02	6.062727658955716947e+01	1.223390648567125680e+02	7.260000000000000000e+02
1.578890000000000100e+03	1.230000000000000000e+02	6.345339497090233039e+01	1.225155354449478438e+02	7.380000000000000000e+02
1.581509999999999991e+03	1.186666666666666714e+02	6.038395666252935001e+01	1.219815987933641281e+02	7.120000000000000000e+02
1.584119999999999891e+03	1.190000000000000000e+02	6.110919188905490529e+01	1.214856711915541894e+02	7.140000000000000000e+02
1.586730000000000018e+03	1.260000000000000000e+02	6.803920438492305323e+01	1.210886877828060619e+02	7.560000000000000000e+02
1.589339999999999918e+03	1.230000000000000000e+02	6.335876682301616114e+01	1.214926093514335435e+02	7.380000000000000000e+02
1.591950000000000045e+03	1.196666666666666714e+02	6.078833952512785999e+01	1.218929110105587341e+02	7.180000000000000000e+02
1.594559999999999945e+03	1.196666666666666714e+02	5.984888377312386609e+01	1.219025641025647531e+02	7.180000000000000000e+02
1.597170000000000073e+03	1.230000000000000000e+02	6.410148204214938517e+01	1.217463046757170844e+02	7.380000000000000000e+02
1.599779999999999973e+03	1.216666666666666714e+02	6.091980156092288468e+01	1.217441930618407611e+02	7.300000000000000000e+02
1.602390000000000100e+03	1.230000000000000000e+02	6.931810730249348751e+01	1.216015082956265871e+02	7.380000000000000000e+02
1.605000000000000000e+03	1.246666666666666714e+02	6.018490028422596794e+01	1.207831070889901071e+02	7.480000000000000000e+02
1.607599999999999909e+03	1.170000000000000000e+02	5.948389137685372674e+01	1.211131221719463582e+02	7.020000000000000000e+02
1.610210000000000036e+03	1.200000000000000000e+02	6.462197768561404132e+01	1.214226244343897747e+02	7.200000000000000000e+02
1.612809999999999945e+03	1.210000000000000000e+02	6.814445440875337567e+01	1.212503770739071456e+02	7.260000000000000000e+02
1.615410000000000082e+03	1.213333333333333286e+02	5.813394495091103664e+01	1.207363499245858520e+02	7.280000000000000000e+02
1.618009999999999991e+03	1.226666666666666714e+02	6.572332581021410647e+01	1.215013574660640074e+02	7.360000000000000000e+02
1.620609999999999900e+03	1.190000000000000000e+02	6.064926490348694443e+01	1.215248868778286919e+02	7.140000000000000000e+02
1.623220000000000027e+03	1.243333333333333286e+02	6.137770134358423491e+01	1.214929110105587142e+02	7.460000000000000000e+02
1.625809999999999945e+03	1.216666666666666714e+02	6.313389651279959480e+01	1.221565610859734932e+02	7.300000000000000000e+02
1.628410000000000082e+03	1.206666666666666714e+02	6.235026508007448598e+01	1.218196078431379306e+02	7.240000000000000000e+02
1.631009999999999991e+03	1.220000000000000000e+02	5.931835016811127304e+01	1.216138763197593278e+02	7.320000000000000000e+02
1.633599999999999909e+03	1.256666666666666714e+02	7.096869419367638443e+01	1.209399698340881173e+02	7.540000000000000000e+02
1.636200000000000045e+03	1.156666666666666714e+02	5.742724866201486833e+01	1.204980392156869300e+02	6.940000000000000000e+02
1.638789999999999964e+03	1.196666666666666714e+02	6.063460691350737619e+01	1.199680241327306476e+02	7.180000000000000000e+02
1.641390000000000100e+03	1.220000000000000000e+02	5.735270990400831437e+01	1.194648567119161697e+02	7.320000000000000000e+02
1.643980000000000018e+03	1.180000000000000000e+02	6.463229326995393365e+01	1.188256410256416586e+02	7.080000000000000000e+02
1.646569999999999936e+03	1.183333333333333286e+02	6.403558038743425129e+01	1.184193061840126973e+02	7.100000000000000000e+02
1.649160000000000082e+03	1.163333333333333286e+02	6.185377020755394994e+01	1.181912518853701783e+02	6.980000000000000000e+02
1.651750000000000000e+03	1.203333333333333286e+02	6.014888934044326163e+01	1.190108597285074268e+02	7.220000000000000000e+02
1.654339999999999918e+03	1.180000000000000000e+02	6.157921727336260886e+01	1.196708898944199433e+02	7.080000000000000000e+02
1.656930000000000064e+03	1.206666666666666714e+02	6.293559317976504985e+01	1.199236802413279293e+02	7.240000000000000000e+02
1.659519999999999982e+03	1.160000000000000000e+02	5.794250023370870650e+01	1.198886877828060733e+02	6.960000000000000000e+02
1.662109999999999900e+03	1.236666666666666714e+02	6.119277372006890658e+01	1.197628959276024574e+02	7.420000000000000000e+02
1.664690000000000055e+03	1.230000000000000000e+02	6.358983147223042209e+01	1.196180995475119460e+02	7.380000000000000000e+02
1.667279999999999973e+03	1.230000000000000000e+02	6.323237567364785860e+01	1.197966817496235734e+02	7.380000000000000000e+02
1.669859999999999900e+03	1.140000000000000000e+02	5.846936519808186006e+01	1.190723981900459023e+02	6.840000000000000000e+02
1.672440000000000055e+03	1.203333333333333286e+02	6.436786637929070309e+01	1.191257918552042554e+02	7.220000000000000000e+02
1.675019999999999982e+03	1.136666666666666714e+02	5.752004481531247393e+01	1.186769230769236998e+02	6.820000000000000000e+02
1.677599999999999909e+03	1.170000000000000000e+02	6.238322424070967287e+01	1.182220211161393877e+02	7.020000000000000000e+02
1.680180000000000064e+03	1.216666666666666714e+02	6.607487335507265414e+01	1.175668174962298735e+02	7.300000000000000000e+02
1.682759999999999991e+03	1.196666666666666714e+02	5.704286886972716530e+01	1.172211161387638185e+02	7.180000000000000000e+02
1.685339999999999918e+03	1.153333333333333286e+02	6.081301030389979445e+01	1.172669683257924760e+02	6.920000000000000000e+02
1.687920000000000073e+03	1.203333333333333286e+02	6.601430821336302301e+01	1.181146304675722831e+02	7.220000000000000000e+02
1.690490000000000009e+03	1.156666666666666714e+02	5.684384067093128579e+01	1.181260935143294546e+02	6.940000000000000000e+02
1.693069999999999936e+03	1.166666666666666714e+02	6.198566142441509896e+01	1.186950226244350119e+02	7.000000000000000000e+02
1.695650000000000091e+03	1.193333333333333286e+02	5.859086011391954685e+01	1.182539969834093938e+02	7.160000000000000000e+02
1.698220000000000027e+03	1.156666666666666714e+02	5.794729406011025219e+01	1.180404223227758962e+02	6.940000000000000000e+02
1.700789999999999964e+03	1.210000000000000000e+02	5.854627799157403700e+01	1.181119155354455756e+02	7.260000000000000000e+02
1.703359999999999900e+03	1.216666666666666714e+02	6.107281628424293274e+01	1.183837104072404571e+02	7.300000000000000000e+02
1.705930000000000064e+03	1.180000000000000000e+02	5.878775382679627626e+01	1.179595776772253544e+02	7.080000000000000000e+02
1.708500000000000000e+03	1.170000000000000000e+02	6.053924347066124056e+01	1.188437405731529566e+02	7.020000000000000000e+02
1.711069999999999936e+03	1.163333333333333286e+02	5.779753935554311539e+01	1.185336349924591417e+02	6.980000000000000000e+02
1.713640000000000100e+03	1.183333333333333286e+02	6.396266271991983388e+01	1.181610859728513105e+02	7.100000000000000000e+02
1.716210000000000036e+03	1.173333333333333286e+02	6.157560844649085396e+01	1.183815987933641338e+02	7.040000000000000000e+02
1.718779999999999973e+03	1.203333333333333286e+02	6.484254433283409469e+01	1.184316742081454379e+02	7.220000000000000000e+02
1.721339999999999918e+03	1.190000000000000000e+02	6.165225056719340557e+01	1.191571644042238631e+02	7.140000000000000000e+02
1.723910000000000082e+03	1.226666666666666714e+02	6.109737219299115196e+01	1.198398190045255092e+02	7.360000000000000000e+02
1.726470000000000027e+03	1.146666666666666714e+02	5.649385413968102654e+01	1.204552036199101508e+02	6.880000000000000000e+02
1.729029999999999973e+03	1.210000000000000000e+02	6.511272277110415985e+01	1.207242835595783106e+02	7.260000000000000000e+02
1.731589999999999918e+03	1.233333333333333286e+02	6.178097513708317479e+01	1.207568627450986867e+02	7.400000000000000000e+02
1.734160000000000082e+03	1.220000000000000000e+02	6.236451982764986468e+01	1.201888386123686701e+02	7.320000000000000000e+02
1.736720000000000027e+03	1.200000000000000000e+02	6.225752966509352149e+01	1.194467571644048434e+02	7.200000000000000000e+02
1.739269999999999982e+03	1.176666666666666714e+02	6.559894985609314233e+01	1.184941176470594542e+02	7.060000000000000000e+02
1.741829999999999927e+03	1.196666666666666714e+02	6.097449375672494654e+01	1.176708898944199433e+02	7.180000000000000000e+02
1.744390000000000100e+03	1.163333333333333286e+02	6.126898798649190070e+01	1.179245852187034984e+02	6.980000000000000000e+02
1.746950000000000045e+03	1.156666666666666714e+02	6.186454737749418342e+01	1.166461538461544762e+02	6.940000000000000000e+02
1.749500000000000000e+03	1.126666666666666714e+02	5.487764167268447579e+01	1.159882352941182830e+02	6.760000000000000000e+02
1.752059999999999945e+03	1.170000000000000000e+02	6.475337829024830683e+01	1.161692307692313904e+02	7.020000000000000000e+02
1.754609999999999900e+03	1.156666666666666714e+02	5.922180529350842448e+01	1.169686274509810175e+02	6.940000000000000000e+02
1.757160000000000082e+03	1.206666666666666714e+02	6.231817997627622674e+01	1.170766214177985205e+02	7.240000000000000000e+02
1.759720000000000027e+03	1.200000000000000000e+02	6.289674077406554886e+01	1.176045248868784654e+02	7.200000000000000000e+02
1.762269999999999982e+03	1.136666666666666714e+02	5.906399542492494703e+01	1.182123680241333545e+02	6.820000000000000000e+02
1.764819999999999936e+03	1.200000000000000000e+02	6.911825615084146079e+01	1.191514328808452774e+02	7.200000000000000000e+02
1.767369999999999891e+03	1.216666666666666714e+02	6.008235089349358304e+01	1.198141779788845156e+02	7.300000000000000000e+02
1.769920000000000073e+03	1.200000000000000000e+02	6.014427099344818828e+01	1.197435897435903769e+02	7.200000000000000000e+02
1.772460000000000036e+03	1.153333333333333286e+02	6.020705015933673110e+01	1.196003016591258188e+02	6.920000000000000000e+02
1.775009999999999991e+03	1.230000000000000000e+02	6.518435395092905082e+01	1.198042232277532690e+02	7.380000000000000000e+02
1.777549999999999955e+03	1.193333333333333286e+02	6.031767752676012151e+01	1.196609351432887252e+02	7.160000000000000000e+02
1.780099999999999909e+03	1.230000000000000000e+02	6.133786215163789990e+01	1.197019607843143660e+02	7.380000000000000000e+02
1.782640000000000100e+03	1.176666666666666714e+02	6.294353730835985061e+01	1.191665158371047113e+02	7.060000000000000000e+02
1.785190000000000055e+03	1.176666666666666714e+02	6.283753301614852660e+01	1.193990950226250618e+02	7.060000000000000000e+02
1.787730000000000018e+03	1.186666666666666714e+02	6.271274901396756007e+01	1.195849170437412141e+02	7.120000000000000000e+02
1.790269999999999982e+03	1.220000000000000000e+02	6.518691075157138926e+01	1.202986425339372829e+02	7.320000000000000000e+02
1.792809999999999945e+03	1.150000000000000000e+02	5.662449411105880870e+01	1.202895927601816481e+02	6.900000000000000000e+02
1.795349999999999909e+03	1.223333333333333286e+02	6.297530380148148765e+01	1.201701357466069737e+02	7.340000000000000000e+02
1.797890000000000100e+03	1.226666666666666714e+02	6.393399374007192648e+01	1.197209653092012331e+02	7.360000000000000000e+02
1.800430000000000064e+03	1.220000000000000000e+02	6.370766568213488057e+01	1.199622926093520618e+02	7.320000000000000000e+02
1.802960000000000036e+03	1.193333333333333286e+02	6.610765630562183048e+01	1.199372549019614240e+02	7.160000000000000000e+02
1.805500000000000000e+03	1.226666666666666714e+02	6.043913375362761542e+01	1.195146304675722746e+02	7.360000000000000000e+02
1.808039999999999964e+03	1.160000000000000000e+02	6.174139616173252421e+01	1.193834087481152721e+02	6.960000000000000000e+02
1.810569999999999936e+03	1.136666666666666714e+02	5.528612443964177459e+01	1.195550527903475597e+02	6.820000000000000000e+02
1.813099999999999909e+03	1.203333333333333286e+02	6.257173660864961562e+01	1.195740573152344268e+02	7.220000000000000000e+02
1.815640000000000100e+03	1.220000000000000000e+02	6.040971224342434454e+01	1.199517345399704737e+02	7.320000000000000000e+02
1.818170000000000073e+03	1.213333333333333286e+02	6.036187170354772746e+01	1.206401206636507197e+02	7.280000000000000000e+02
1.820700000000000045e+03	1.196666666666666714e+02	5.948015542085350660e+01	1.207653092006039657e+02	7.180000000000000000e+02
1.823230000000000018e+03	1.233333333333333286e+02	6.627887211539503198e+01	1.205309200603324769e+02	7.400000000000000000e+02
1.825759999999999991e+03	1.220000000000000000e+02	6.208596191303366396e+01	1.214606334841635373e+02	7.320000000000000000e+02
1.828279999999999973e+03	1.243333333333333286e+02	7.048798163911033043e+01	1.214748114630474163e+02	7.460000000000000000e+02
1.830809999999999945e+03	1.180000000000000000e+02	6.331929669013494077e+01	1.215387631975873717e+02	7.080000000000000000e+02
1.833339999999999918e+03	1.193333333333333286e+02	6.348403123795953462e+01	1.209414781297140564e+02	7.160000000000000000e+02
1.835859999999999900e+03	1.163333333333333286e+02	5.971506417051637783e+01	1.207390648567125595e+02	6.980000000000000000e+02
1.838390000000000100e+03	1.220000000000000000e+02	6.321392251711642984e+01	1.204386123680247636e+02	7.320000000000000000e+02
1.840910000000000082e+03	1.256666666666666714e+02	6.527293126216682140e+01	1.194268476621424213e+02	7.540000000000000000e+02
1.843430000000000064e+03	1.196666666666666714e+02	6.473964953737564088e+01	1.189963800904983771e+02	7.180000000000000000e+02
1.845950000000000045e+03	1.213333333333333286e+02	6.249977777738271811e+01	1.192226244343897719e+02	7.280000000000000000e+02
1.848480000000000018e+03	1.123333333333333286e+02	5.505653659850229076e+01	1.197607843137261199e+02	6.740000000000000000e+02
1.851000000000000000e+03	1.203333333333333286e+02	6.347090321994446072e+01	1.191689291101062054e+02	7.220000000000000000e+02
1.853519999999999982e+03	1.176666666666666714e+02	6.048048353716171732e+01	1.190319758672706172e+02	7.060000000000000000e+02
1.856029999999999973e+03	1.170000000000000000e+02	6.420539956524943648e+01	1.186965309200609511e+02	7.020000000000000000e+02
1.858549999999999955e+03	1.223333333333333286e+02	6.592335617130615333e+01	1.182365007541484374e+02	7.340000000000000000e+02
1.861069999999999936e+03	1.230000000000000000e+02	6.701989754294366719e+01	1.191203619909508689e+02	7.380000000000000000e+02
1.863579999999999927e+03	1.170000000000000000e+02	5.753549628997158294e+01	1.197046757164410593e+02	7.020000000000000000e+02
1.866099999999999909e+03	1.166666666666666714e+02	5.865909041989049655e+01	1.200778280542992889e+02	7.000000000000000000e+02
1.868609999999999900e+03	1.226666666666666714e+02	6.702901527613910559e+01	1.203390648567125538e+02	7.360000000000000000e+02
1.871119999999999891e+03	1.203333333333333286e+02	6.010453856037458564e+01	1.206938159879342720e+02	7.220000000000000000e+02
1.873640000000000100e+03	1.176666666666666714e+02	5.933426965553343990e+01	1.208066365007547915e+02	7.060000000000000000e+02
1.876150000000000091e+03	1.253333333333333286e+02	7.334545354386702343e+01	1.213800904977382089e+02	7.520000000000000000e+02
1.878660000000000082e+03	1.206666666666666714e+02	7.071696323293929254e+01	1.217149321266974766e+02	7.240000000000000000e+02
1.881170000000000073e+03	1.200000000000000000e+02	6.143831594914257010e+01	1.222277526395180018e+02	7.200000000000000000e+02
1.883670000000000073e+03	1.266666666666666714e+02	6.735643168168047623e+01	1.216180995475119460e+02	7.600000000000000000e+02
1.886180000000000064e+03	1.183333333333333286e+02	6.317612066455348696e+01	1.212111613876326146e+02	7.100000000000000000e+02
1.888690000000000055e+03	1.230000000000000000e+02	6.531717487256574373e+01	1.209951734539976371e+02	7.380000000000000000e+02
1.891190000000000055e+03	1.233333333333333286e+02	6.083493148585678512e+01	1.204766214177985404e+02	7.400000000000000000e+02
1.893700000000000045e+03	1.146666666666666714e+02	5.552977179455680101e+01	1.195559577677231147e+02	6.880000000000000000e+02
1.896200000000000045e+03	1.190000000000000000e+02	6.134872995153743602e+01	1.195085972850685039e+02	7.140000000000000000e+02
1.898710000000000036e+03	1.180000000000000000e+02	5.891236429364099791e+01	1.191155354449478523e+02	7.080000000000000000e+02
1.901210000000000036e+03	1.226666666666666714e+02	6.192109674595744906e+01	1.192171945701363853e+02	7.360000000000000000e+02
1.903710000000000036e+03	1.176666666666666714e+02	6.272072136773371653e+01	1.202823529411771091e+02	7.060000000000000000e+02
1.906210000000000036e+03	1.200000000000000000e+02	6.211816696157949735e+01	1.208111613876326231e+02	7.200000000000000000e+02
1.908710000000000036e+03	1.213333333333333286e+02	6.184568609764862401e+01	1.210844645550534295e+02	7.280000000000000000e+02
1.911210000000000036e+03	1.223333333333333286e+02	6.226199125915870525e+01	1.217858220211167861e+02	7.340000000000000000e+02
1.913710000000000036e+03	1.233333333333333286e+02	6.101001739241041832e+01	1.219411764705888856e+02	7.400000000000000000e+02
1.916210000000000036e+03	1.260000000000000000e+02	6.833252032036673995e+01	1.222772247360489075e+02	7.560000000000000000e+02
1.918700000000000045e+03	1.220000000000000000e+02	6.571656310753527919e+01	1.229610859728513219e+02	7.320000000000000000e+02
1.921200000000000045e+03	1.210000000000000000e+02	6.074811382531422765e+01	1.234380090497744220e+02	7.260000000000000000e+02
1.923690000000000055e+03	1.180000000000000000e+02	6.262055040746075463e+01	1.235888386123686757e+02	7.080000000000000000e+02
1.926180000000000064e+03	1.256666666666666714e+02	6.636682571553016885e+01	1.237927601809961260e+02	7.540000000000000000e+02
1.928680000000000064e+03	1.266666666666666714e+02	6.589554023014169104e+01	1.239475113122178556e+02	7.600000000000000000e+02
1.931170000000000073e+03	1.246666666666666714e+02	6.954774539040707282e+01	1.237200603318256924e+02	7.480000000000000000e+02
1.933660000000000082e+03	1.263333333333333286e+02	6.279508119448706083e+01	1.232956259426854189e+02	7.580000000000000000e+02
1.936150000000000091e+03	1.200000000000000000e+02	6.522780593172413433e+01	1.238467571644048917e+02	7.200000000000000000e+02
1.938640000000000100e+03	1.253333333333333286e+02	6.344201201797503131e+01	1.235689291101062395e+02	7.520000000000000000e+02
1.941130000000000109e+03	1.226666666666666714e+02	6.632914559645371355e+01	1.223716440422329299e+02	7.360000000000000000e+02
1.943619999999999891e+03	1.210000000000000000e+02	6.225485255517570238e+01	1.218003016591258358e+02	7.260000000000000000e+02
1.946099999999999909e+03	1.193333333333333286e+02	5.992958831458426516e+01	1.219303167420821126e+02	7.160000000000000000e+02
1.948589999999999918e+03	1.216666666666666714e+02	6.264627327747083285e+01	1.219610859728513361e+02	7.300000000000000000e+02
1.951069999999999936e+03	1.246666666666666714e+02	6.438081149604197151e+01	1.217616892911017032e+02	7.480000000000000000e+02
1.953559999999999945e+03	1.180000000000000000e+02	6.044281043543006149e+01	1.216766214177985432e+02	7.080000000000000000e+02
1.956039999999999964e+03	1.210000000000000000e+02	5.947268280479702440e+01	1.220446455505285570e+02	7.260000000000000000e+02
1.958519999999999982e+03	1.303333333333333428e+02	7.518347927274685105e+01	1.220793363499252280e+02	7.820000000000000000e+02
1.961000000000000000e+03	1.206666666666666714e+02	6.609757097570900441e+01	1.219167420814486036e+02	7.240000000000000000e+02
1.963480000000000018e+03	1.183333333333333286e+02	5.717128261247560062e+01	1.217831070889900928e+02	7.100000000000000000e+02
1.965960000000000036e+03	1.203333333333333286e+02	6.001573867652458460e+01	1.212431372549026065e+02	7.220000000000000000e+02
1.968440000000000055e+03	1.220000000000000000e+02	6.540132516496385051e+01	1.209514328808452888e+02	7.320000000000000000e+02
1.970920000000000073e+03	1.260000000000000000e+02	6.635259351876659650e+01	1.214018099547517835e+02	7.560000000000000000e+02
1.973400000000000091e+03	1.150000000000000000e+02	6.302116046747050149e+01	1.216920060331831621e+02	6.900000000000000000e+02
1.975869999999999891e+03	1.220000000000000000e+02	6.355050484981741477e+01	1.216361990950232723e+02	7.320000000000000000e+02
1.978349999999999909e+03	1.236666666666666714e+02	6.226199125915871235e+01	1.234467571644048860e+02	7.420000000000000000e+02
1.980819999999999936e+03	1.230000000000000000e+02	6.400781202322103525e+01	1.248217194570142397e+02	7.380000000000000000e+02
1.983289999999999964e+03	1.260000000000000000e+02	6.739930761266518289e+01	1.250991273432449589e+02	7.560000000000000000e+02
1.985769999999999982e+03	1.280000000000000000e+02	6.751789886146241315e+01	1.251980176686058712e+02	7.680000000000000000e+02
1.988240000000000009e+03	1.276666666666666714e+02	6.508882819313583923e+01	1.251183904330962946e+02	7.660000000000000000e+02
1.990710000000000036e+03	1.233333333333333286e+02	6.222182539556000336e+01	1.248602456367162006e+02	7.400000000000000000e+02
1.993180000000000064e+03	1.293333333333333428e+02	6.610765630562183048e+01	1.244235832794656176e+02	7.760000000000000000e+02
1.995650000000000091e+03	1.240000000000000000e+02	6.785278181474949122e+01	1.238084033613445172e+02	7.440000000000000000e+02
1.998119999999999891e+03	1.186666666666666714e+02	6.081301030389979445e+01	1.230147058823529278e+02	7.120000000000000000e+02
